timestamp,open,high,low,close,volume
1672527600000,0.22924,0.23019,0.22857,0.22941,19557.179172
1672531200000,0.2294,0.2294,0.22759,0.22821,186478.24675
1672534800000,0.22821,0.22907,0.22789,0.22874,44964.157496
1672538400000,0.2289,0.22977,0.22838,0.22938,17177.399142
1672542000000,0.22929,0.22948,0.22865,0.2291,6787.754049
1672545600000,0.229,0.229,0.228,0.22803,1783.551822
1672549200000,0.228,0.22877,0.22791,0.22834,12376.173113
1672552800000,0.22815,0.22825,0.228,0.2282,5427.681752
1672556400000,0.2282,0.2289,0.22796,0.2289,17584.398481
1672560000000,0.2286,0.229,0.22802,0.22822,123699.073979
1672563600000,0.22822,0.22897,0.2275,0.22864,155707.696966
1672567200000,0.22897,0.22899,0.22821,0.22862,81633.698373
1672570800000,0.2289,0.22973,0.2289,0.22937,71074.415636
1672574400000,0.22956,0.2298,0.22901,0.2298,113940.908224
1672578000000,0.2298,0.2298,0.2288,0.2291,40118.581715
1672581600000,0.22909,0.2297,0.22879,0.2292,75450.547456
1672585200000,0.22911,0.23,0.22911,0.22969,201269.129567
1672588800000,0.22994,0.2309,0.2298,0.23058,110690.134316
1672592400000,0.23085,0.23242,0.23061,0.23171,219114.735034
1672596000000,0.23176,0.23287,0.2315,0.23221,120201.079125
1672599600000,0.23221,0.23299,0.2312,0.23187,114861.067338
1672603200000,0.23187,0.233,0.23121,0.2317,141557.657735
1672606800000,0.2317,0.23298,0.2315,0.23279,230377.173916
1672610400000,0.23279,0.23318,0.23207,0.23254,210483.505981
1672614000000,0.23281,0.2334,0.23215,0.23318,224780.118645
1672617600000,0.23341,0.23388,0.232,0.23232,118681.00241
1672621200000,0.232,0.23203,0.2301,0.23121,76657.092178
1672624800000,0.23119,0.23231,0.23113,0.23214,17627.41755
1672628400000,0.23183,0.23355,0.23183,0.23341,4512.780338
1672632000000,0.2336,0.2336,0.23255,0.2332,11364.28507
1672635600000,0.23296,0.23376,0.23282,0.23337,108613.87057
1672639200000,0.23384,0.23431,0.23291,0.23327,127946.029332
1672642800000,0.2336,0.23908,0.23321,0.2378,590985.725974
1672646400000,0.23825,0.23971,0.23595,0.237,1332535.773052
1672650000000,0.23793,0.23895,0.23711,0.23745,232679.367061
1672653600000,0.2376,0.2381,0.23692,0.23738,303043.030071
1672657200000,0.23711,0.2379,0.23656,0.23788,181895.021185
1672660800000,0.23779,0.23835,0.23711,0.23784,128477.356212
1672664400000,0.23787,0.23799,0.23632,0.23686,233971.505241
1672668000000,0.23703,0.2373,0.23615,0.2368,123935.661913
1672671600000,0.2368,0.23896,0.23661,0.2387,197505.481289
1672675200000,0.23873,0.2394,0.23777,0.23823,529229.342389
1672678800000,0.2379,0.23874,0.2377,0.2377,171568.916682
1672682400000,0.23819,0.2392,0.23779,0.23842,152246.474453
1672686000000,0.23847,0.2398,0.23817,0.23934,495822.785953
1672689600000,0.23935,0.23935,0.23778,0.23855,125308.002657
1672693200000,0.2387,0.23949,0.238,0.23949,339363.494408
1672696800000,0.23921,0.23959,0.23711,0.23758,217774.266882
1672700400000,0.23715,0.23837,0.237,0.23757,79319.216198
1672704000000,0.23725,0.23825,0.23684,0.23812,67349.791449
1672707600000,0.2377,0.23789,0.23626,0.2367,47627.380604
1672711200000,0.23707,0.23713,0.23601,0.23618,24228.146802
1672714800000,0.2362,0.23685,0.23602,0.23671,59745.656082
1672718400000,0.23686,0.23705,0.23601,0.23659,28683.839223
1672722000000,0.23653,0.23779,0.23601,0.23766,132428.010423
1672725600000,0.23767,0.23874,0.23737,0.238,190636.282141
1672729200000,0.23793,0.23814,0.237,0.23812,60703.331017
1672732800000,0.23814,0.23915,0.23781,0.23901,177499.68694
1672736400000,0.23878,0.24147,0.23877,0.24112,288428.685802
